ID,SMILE
ID0010701,Cc1ncc(COP(=O)(O)O)c(CO)c1O>>Cc1ncc(COP(=O)(O)O)c(C=O)c1O
ID0010702,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>>C=C1/C=C/[C@H](C(C)C)CC/C(C)=C/CC1
ID0010703,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12>>C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)[C@H](O)[C@H](O)[C@H]1O
ID0010704,NC(=O)NC(=O)C(=O)O>>*C(=O)C(=O)O
ID0010705,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@H]1CC2>>CCC1=CC2C[N@@]3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@@H]13
ID0010706,O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O>>O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
ID0010707,NCCCCNCCCNCCCN>>NCCCCNCCCN
ID0010708,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CC[C@H](CC=C(C)C)C(C)(C)O>>CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C
ID0010709,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ID0010710,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCCC(N)C(=O)O)[C@@H](O)[C@H]1O>>NC(CCCC(=O)O)C(=O)O
ID0010711,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
ID0010712,*C1OC(CO)C(OP(=O)(O)OCC2OC(*)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CS)C2O)C1O>>NC(CS)C(=O)O
ID0010713,O=C(O)c1cccc2ccccc12>>O=C(O)c1cccc2c1[C@@H](O)[C@@H](O)C=C2
ID0010714,CC(=O)N[C@@H]1[C@@H](O)[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)O[C@H](C)[C@H]1O>>Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@H]3O)O2)c(=O)[nH]c1=O
ID0010715,O=C(O)Cc1ccccc1>>CC1(C)S[C@@H]2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
ID0010716,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](OC(=O)C(N)CCCCN)[C@H]1O>>*OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ID0010717,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=P(O)(O)O[C@H]1OC[C@H](O)[C@H](O)[C@H]1O
ID0010718,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>>CC(C)=CCOP(=O)(O)OP(=O)(O)O
ID0010719,*O[C@H](C)CC(*)=O>>*O[C@H](C)CC(*)=O
ID0010720,COc1cc(C=CC(=O)O)cc(OC)c1O>>COc1cc(C=CC=O)cc(OC)c1O
ID0010721,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@@H]1O>>CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(O)(C(=O)O)C[C@@H]1O
ID0010722,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)N)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O>>CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
ID0010723,*NC(CSSS)C(*)=O>>*NC(CSSSS(=O)(=O)O)C(*)=O
ID0010724,O=CC=Cc1ccc(O)c(O)c1>>OCC=Cc1ccc(O)c(O)c1
ID0010725,O=C(O)CCCCCC1NC(=O)NC1CS>>C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ID0010726,*OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)nc(C)nc32)[C@H](O)[C@@H]1OP(=O)(O)O*>>C[S@@+](CCC(N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ID0010727,Cc1ncc(C[n+]2c(C(O)CC(C)C)sc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1>>*NC(=O)CCCC[C@@H](S)CCSC(=O)CC(C)C
ID0010728,*C(N)C(=O)O>>*C(NC(=O)C[C@H]1CCC(=O)C1C/C=C\CC)C(=O)O
ID0010729,*C(=O)C(N)C(C)O>>CC(O)C(N)C(=O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ID0010730,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O>>O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
ID0010731,Nc1nc(=O)c2[nH]cnc2[nH]1>>Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
ID0010732,O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1>>O=C1NC2Cc3ccc(O)c(c3)-c3cc(ccc3O)CC1NC2=O
ID0010733,CC1=CC(=O)C(=C(C)C)CC1>>CC(C)=C1CC[C@@H](C)CC1=O
ID0010734,NC(Cc1ccc(O)cc1)C(=O)O>>N=C(Cc1ccc(O)c(O)c1)C(=O)O
ID0010735,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O>>O=C(CO)COP(=O)(O)O
ID0010736,CC[C@H](C)C1C(=O)O[C@H]2c3cc(C)cc(O)c3C3=C(C(=O)c4c(O)cccc4C3=O)N12>>CC[C@H](C)C1C(=O)O[C@H]2c3cc(C)cc(O)c3C3=C(C(=O)c4c(O[C@H]5C[C@@H](O)[C@@H](O)[C@H](C)O5)cccc4C3=O)N12
ID0010737,*SC(=O)CCCCCC(=O)O>>*CCC(=O)S*
ID0010738,*O[C@H]1O[C@H](COP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O>>*O[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]1O
ID0010739,NC(CCCCNC(=O)CCC(N)C(=O)O)C(=O)O>>O=C1CCC(C(=O)O)N1
ID0010740,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O>>*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(C)=O
ID0010741,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O>>*CCC(=O)O
ID0010742,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](O)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
ID0010743,CC(=O)N[C@@H](CCCN)CC(=O)N[C@@H]1[C@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@H]1NC1=NC2C(=O)NC[C@@H](O)[C@H]2N1>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0010744,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]2C1>>CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]2C1
ID0010745,O=C(O)C[C@@H](O)[C@H](O)[C@H](O)CO>>O=C(O)CC(=O)C(O)C(O)CO
ID0010746,*C(=O)C(C)N>>*C(=O)C(C)NC(C)=O
ID0010747,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC2OC12>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1
ID0010748,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1
ID0010749,*NC(CSSSS(=O)(=O)O)C(*)=O>>*NC(CSSS)C(*)=O
ID0010750,CC(/C=C/C=C(C)/C=C/C=C(\C)CCCC(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\c1c(C)ccc(C)c1C>>CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
ID0010751,CC1=C(/C=C/C(C)=C/C=C\C(C)=C\C=O)C(C)(C)C[C@H](O)C1>>CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1
ID0010752,C[C@H]1OC(O)[C@H](O)[C@@H]1O>>C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ID0010753,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1
ID0010754,CC[C@H](C)C(O)c1sc(CCOP(=O)(O)OP(=O)(O)O)c(C)[n+]1Cc1cnc(C)nc1N>>*NC(=O)CCCC[C@@H](S)CCSC(=O)C(C)CC
ID0010755,O=P(O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O>>O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ID0010756,Oc1c(O)c2c3ccccc3cc3ccc4cccc1c4c32>>O[C@@H]1c2cccc3ccc4cc5ccccc5c(c4c23)[C@@H]1O
ID0010757,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H]([1*])O[C@@H]2COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O>>*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H]([1*])O[C@@H]2COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3c[n+](C)c4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
ID0010758,*OCC(O)COP(=O)(O)O*>>*OCC(COP(=O)(O)O*)OC(C)=O
ID0010759,*SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O>>*SCC(NC(=O)CCC(N)C(=O)O)C(=O)O
ID0010760,COC(=O)Nc1nc2cc(SCCCO)ccc2[nH]1>>CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
ID0010761,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O>>O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21
ID0010762,COc1ccc2c(c1OC)C[N+]1(C)CCc3cc4c(c(O)c3[C@@H]1[C@H]2O)OCO4>>COc1ccc2c(c1OC)C[N+]1(C)CCc3cc4c(c(O)c3[C@@H]1C2)OCO4
ID0010763,COc1ccc(C2C(=O)c3ccc(O)cc3OC2O)cc1>>COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1
ID0010764,*SC(=O)CC(=O)CCCC(=O)OC>>*SC(=O)CC(O)CCCC(=O)OC
ID0010765,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C>>CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ID0010766,N=C(N)NCCCC(NC(=O)CC(N)C(=O)O)C(=O)O>>N=C(N)NCCCC(N)C(=O)O
ID0010767,*/C=C\OCC(CO)OC(*)=O>>*/C=C\OCC(COP(=O)(O)OCCN)OC(*)=O
ID0010768,O=C(O)CC(=CCC(=O)C(=O)O)C(=O)O>>O=C(O)CC=CCC(=O)C(=O)O
ID0010769,CC=c1c(C)c(O)[nH]c1=Cc1[nH]c(=Cc2[nH]c(CC3=NC(=O)C(CC)=C3C)c(C)c2CCC(=O)O)c(=CCC(=O)O)c1C>>*NC(CSC(C)C1=C(C)C(=O)N[C@H]1Cc1[nH]c(C=c2[nH]c(=CC3=NC(=O)C(CC)=C3C)c(C)c2CCC(=O)O)c(CCC(=O)O)c1C)C(*)=O
ID0010770,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12>>Cn1cnc([N+](=O)[O-])c1
ID0010771,NCCS(=O)O>>NC(CS(=O)O)C(=O)O
ID0010772,[1*][C@@H](N[2*])[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1>>[1*][C@@H](N[2*])[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3OP(=O)(O)O)[C@H](N)C[C@@H]2N)O1
ID0010773,CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1C(=O)O>>CCCCCc1cc2c(c(O)c1C(=O)O)[C@@H]1C=C(C)CC[C@H]1C(C)(C)O2
ID0010774,Nc1nc(=O)c(NC=O)c(N[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)[nH]1>>Nc1nc(=O)c(N)c(N[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)[nH]1
ID0010775,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1>>Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1
ID0010776,*OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC(=O)C(N)Cc2c[nH]c3ccccc23)[C@@H]1O>>*OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ID0010777,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12>>O=C1c2c(O)cc(O)cc2OC(O)C1c1ccc(O)cc1
ID0010778,CSC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H]1O>>CSCC(=O)C(O)C(O)COP(=O)(O)O
ID0010779,C=C1C(=O)N2C1CC(SCCN)C2C(=O)O>>C/C=C1\C(=O)N2C1CC(SCCN)C2C(=O)O
ID0010780,O=CCCCCCCC/C=C\CCCCCCCC(=O)O>>O=C(O)CCCCCCC/C=C\CCCCCCCC(=O)O
ID0010781,Cc1[nH]c2ccccc2c(=O)c1O>>CC(=O)Nc1ccccc1C(=O)O
ID0010782,Oc1ccc2ccc3cccc4ccc1c2c34>>COc1ccc2ccc3cccc4ccc1c2c34
ID0010783,CSCCCC(C(=O)O)C(O)C(=O)O>>CSCCCCC(=O)C(=O)O
ID0010784,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
ID0010785,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(C)=O>>*SC(=O)CC(=O)CC(=O)CC1(O)CC(=O)CC(=O)C1C(=O)CC(C)=O
ID0010786,*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](COP(=O)(O)O)O1>>*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H]3C[C@@H]2OP(=O)(O)OC[C@H]2O[C@H](C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)N2C(=O)NC(=O)[C@]4(C)[C@H]2[C@@H]2N3C(=O)NC(=O)[C@@]24C)[C@@H](COP(=O)(O)O)O1
ID0010787,CC(=O)N[C@@H]([C@@H]1O[C@](O)(C(=O)O)C[C@H](O)[C@H]1NC(C)=O)[C@H](C)O>>CC(=O)N[C@H]1[C@H](O)[C@H](NC(C)=O)[C@@H](O)O[C@H]1C
ID0010788,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO>>OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O
ID0010789,O=C(O)CC(C(=O)O)C(O)C(=O)O>>O=C(O)CC(C(=O)O)C(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O
ID0010790,CCC1=CC=C[C@H](O)[C@@H]1O>>CCc1ccccc1
ID0010791,O=C(/C=C/c1ccccc1)c1c(O)cc(O)cc1O>>O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21
ID0010792,O=C(O)C[C@@]1(Cl)C=CC(=O)O1>>O=C(O)/C=C1\C=CC(=O)O1
ID0010793,O=C(O)c1ccc2c(c1)CCCC2>>c1ccc2c(c1)CCCC2
ID0010794,CC(O)C(=O)O>>CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
ID0010795,CC(=O)OCC=Cc1ccc(O)cc1>>C=CCc1ccc(O)cc1
ID0010796,N[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)O[C@H](CO)[C@H]1O>>N[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(C=O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)O[C@H](CO)[C@H]1O
ID0010797,C[C@@H](O)[C@@H](N)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O>>C[C@@H](O)[C@@H](N)[C@H]1O[C@H](Sc2nc(CC(C(=O)[O-])[N+](C)(C)C)c[nH]2)[C@H](O)[C@@H](O)[C@H]1O
ID0010798,CCCCCC(=O)CC(=O)C=Cc1ccc(O)cc1>>CCCCCC(O)CC(=O)CCc1ccc(O)cc1
ID0010799,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>>C=C(C)CCOP(=O)(O)OP(=O)(O)O
ID0010800,O=C(O)CCc1ccccc1O>>O=C1CCc2ccccc2O1
ID0010801,C[N+](C)(C)CCOP(=O)(O)OC[C@H](O)CO>>*C(=O)O[C@H](CO)COP(=O)(O)OCC[N+](C)(C)C
ID0010802,CC(=O)N=CC(CC(=O)O)C(=O)O>>O=CCCC(=O)O
ID0010803,Oc1cccc(Cl)c1O>>O=C(O)/C=C\C=C(\Cl)C(=O)O
ID0010804,*C(=O)OCC(O)CO>>*C(=O)OC[C@@H](O)COP(=O)(O)O
ID0010805,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>>CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO
ID0010806,*C(=O)OCC(CO)OC(*)=O>>*C(=O)OCC(COC(*)=O)OC(*)=O
ID0010807,CC1=C(/C=C/C(C)=C/C=C\C(C)=C\C=O)C(C)(C)CCC1>>*=C/C=C(C)/C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
ID0010808,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C>>CCC(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)=C(C)C
ID0010809,CCCCC/C=C\CC(O)C(O)C/C=C\C/C=C\CCCC(=O)O>>CCCCC/C=C\CC1OC1C/C=C\C/C=C\CCCC(=O)O
ID0010810,CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C>>CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C
ID0010811,O=C(O)Nc1nc2ccccc2[nH]1>>COC(=O)Nc1nc2ccccc2[nH]1
ID0010812,O=C1C(O)C(O)C(O)C(O)C1O>>O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
ID0010813,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O>>CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0010814,NC(CC[PH](=O)O)C(=O)O>>CC(=O)NC(CC[PH](=O)O)C(=O)O
ID0010815,O=C1C(CO)CC(Nc2ccc([N+](=O)[O-])cc2)C(O)C1O>>O=C1C(=O)C(CO)CCC1O
ID0010816,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)O
ID0010817,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12>>O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
ID0010818,Cc1c(NO)cc([N+](=O)[O-])cc1[N+](=O)[O-]>>Cc1c(/N=[N+](\[O-])c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)cc([N+](=O)[O-])cc1[N+](=O)[O-]
ID0010819,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)C(C(=O)CO)CC[C@@H]12>>C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)C(C(=O)CO)CC[C@@H]12
ID0010820,O=P(O)(O)O[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O>>Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]4C=C(CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)c2[nH]1
ID0010821,CC(=O)C(=O)O>>NCC(N)C(=O)O
ID0010822,O=C(O)CNC(=O)c1ccccc1>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1
