ID,SMILE
ID0002694,*NC(*)C(=O)NC(*)C(*)=O>>*C(=O)C(*)N
ID0002695,C[N+](C)(C)CCCC(=O)O>>C[N+](C)(C)CCCC=O
ID0002696,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCCC1OC1/C=C/C(O)C/C=C\C/C=C\CCCC(=O)O
ID0002697,N#CCC(N)C(=O)O>>N#CCC(NC(=O)CCC(N)C(=O)O)C(=O)O
ID0002698,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12>>C[C@H]1[C@H](C)CC[C@]2(C=O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
ID0002699,O=C(O)C(=O)C[C@]1(C(=O)O)C=C[C@@H](O)C=C1>>O=C(O)C(=O)C=C1C=C[C@@H](O)CC1
ID0002700,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C>>C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
ID0002701,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
ID0002702,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C>>Cc1cc2c(cc1C)[n+]([O-])c1c(=O)[nH]c(=O)nc-1n2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
ID0002703,O=C(O)C(=O)/C=C/c1cc2ccccc2cc1O>>O=C(O)c1cc2ccccc2cc1O
ID0002704,NC(=O)OP(=O)(O)O>>CC(=O)NC(CCCNC(N)=O)C(=O)O
ID0002705,*C(=O)C(*)NC(=O)C1CCCN1C(=O)C(*)N>>*C(=O)C(*)N
ID0002706,O=C1C=CC(=O)C=C1>>O=[N+]([O-])c1ccc(O)cc1
ID0002707,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O>>O=C1C(CO)OC(O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)C(O)C1O
ID0002708,NC(Cn1ccc(=O)o1)C(=O)O>>O=c1cc[nH]o1
ID0002709,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O>>*OP(=O)(O)OC[C@H]1O[C@@H](n2cc(CNCC(=O)O)c(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)(O)O*
ID0002710,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1CC(C(=O)O)=C[C@@H](O)[C@H]1O>>O=C(O)C=Cc1ccc(O)c(O)c1
ID0002711,NC(CCC(=O)NC1CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCNC(=O)CNC1=O)C(=O)O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
ID0002712,*NC(=O)C(CCCC[N+](C)(C)C)NC(*)=O>>C[N+](C)(C)CCCCC(N)C(=O)[O-]
ID0002713,OCC=Cc1ccc(O)cc1>>CC(=O)OCC=Cc1ccc(O)cc1
ID0002714,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
ID0002715,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@H]1O)OC(*)=O>>*C(=O)OCC(COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
ID0002716,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12>>O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
ID0002717,COc1ccc2c3c1OC1C(=O)C=CC4[C@@H](C2)N(C)CC[C@]314>>COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5
ID0002718,CCCCCCCCCCCCCCCC(=O)O>>CCCCCCCCCCCCCCC=O
ID0002719,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
ID0002720,CCCC(C(=O)O)C(O)CC>>CCCC(C(=O)O)C(=O)CC
ID0002721,CN[C@@H](C)[C@H](O)c1ccccc1>>C[C@H](N)[C@H](O)c1ccccc1
ID0002722,CN(C)CC(=O)O>>C[N+](C)(C)CC(=O)[O-]
ID0002723,COc1c2occc2cc2ccc(=O)oc12>>COc1c2occc2c(O)c2ccc(=O)oc12
ID0002724,C[N+](C)(C)C(Cc1c[nH]c(=S)[nH]1)C(=O)O>>C[N+](C)(C)C(Cc1c[nH]c(SO)n1)C(=O)O
ID0002725,C/C(C=O)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(/C)C=O>>CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O
ID0002726,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ID0002727,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
ID0002728,O=Cc1ccccc1C(=O)O>>O=C(O)c1ccccc1C(=O)O
ID0002729,NCCCCNCCCN>>NCCCCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(N)C(=O)O
ID0002730,Cc1c(O)cc(O)cc1O>>Cc1ccc(O)cc1
ID0002731,N[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(C=O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)O[C@H](CO)[C@H]1O>>N[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)O[C@H](CO)[C@H]1O
ID0002732,CC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
ID0002733,CC[C@H]1CCC[C@H](O)C(C)C(=O)C=CC=CC[C@H](O)C/C=C/C=C/C=C/C(=O)O1>>CC[C@H]1CCC[C@H](O)C(C)C(=O)C=CC[C@H](O)C[C@H](O)C/C=C/C=C/C=C/C(=O)O1
ID0002734,Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1>>Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1
ID0002735,O=P(O)(O)O[C@@H]1C[C@H](O)[C@@H](CO)O1>>Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
ID0002736,O[C@@H]1[C@@H](O)[C@H](O)OC[C@H]1O>>O=[N+]([O-])c1ccc(O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)cc1
ID0002737,O=C(OP(=O)(O)O)C(O)COP(=O)(O)O>>O=C(CO)COP(=O)(O)O
ID0002738,CC/C=C\CC1C(=O)CC[C@@H]1CC(=O)O>>CC/C=C\CC1C(=O)CC[C@@H]1CC(=O)OC
ID0002739,CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12>>COc1c2ccoc2cc2oc(=O)ccc12
ID0002740,O=P(O)(O)OCC1=C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P(O)(O)O[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
ID0002741,Cn1c(=O)[nH]c(=O)c2[nH]cnc21>>Cn1c(=O)c2[nH]cnc2n(C)c1=O
ID0002742,CCCCCC/C=C/CCCCCCCC(O)C(CCCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)C(CCCCCCCCCCCCCC)C(O)CCCCCCC/C=C/CCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>CCCCCC/C=C/CCCCCCCC(O)C(CCCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ID0002743,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ID0002744,CC(=O)NC(CCP(C)(=O)O)C(=O)NC(C)C(=O)NC(C)C(=O)O>>CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)O)C(=O)O
ID0002745,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](OP(=O)(O)O)[C@@H]1O>>NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O
ID0002746,O=Cc1ccc(C=O)o1>>O=Cc1ccc(C(O)O)o1
ID0002747,O=C(O)C(=O)c1ccccc1>>O=Cc1ccccc1
ID0002748,*[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](*)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OC(=O)C(N)C(C)CC)[C@@H]2O)[C@H]1O>>*C(N)C(=O)NC(*)C(=O)O
ID0002749,CC1=CCC[C@@H]2[C@@](C)(CC/C(C)=C/COP(=O)(O)OP(=O)(O)O)[C@H](C)CC[C@@]12C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
ID0002750,CCc1c(C)c2[nH]c1=Cc1[nH]c3c(c1C)C(O)=C(C(=O)OC)C3=c1[nH]/c(c(C)c1CCC(=O)O)=C\c1[nH]c(c(C(C)O)c1C)C=2>>CCC1C2=Cc3[nH]c4c(c3C)C(=O)C(C(=O)OC)C4=c3[nH]/c(c(C)c3CCC(=O)O)=C\c3[nH]c(c(C(C)O)c3C)/C=C(\N2)C1C
ID0002751,CC1(C)OC(C)(C)[C@@H]2Cc3c(ccc4[nH]c5c(c34)C[C@@H]3CC[C@@]4(O)[C@@]67O[C@@H]6[C@H](O)[C@@H](C(C)(C)O)O[C@H]7CC[C@]4(C)[C@@]53C)C(=O)C21>>CC(C)=CCc1ccc2[nH]c3c(c2c1CC=C(C)C)C[C@@H]1CC[C@@]2(O)[C@@]45O[C@@H]4[C@H](O)[C@@H](C(C)(C)O)O[C@H]5CC[C@]2(C)[C@@]31C
ID0002752,O=C(O)CC(O)C(=O)O>>O=C(O)/C=C/C(=O)O
ID0002753,*SC(=O)c1cc(Br)c(Br)[nH]1>>*SC(=O)c1[nH]c(Br)c(Br)c1Br
ID0002754,OC[C@H]1O[C@@H](Oc2cc3cc(C(O)O)[nH]c3cc2O)[C@H](O)[C@@H](O)[C@@H]1O>>O=C(O)C1=C/C(=C/C=[N+]2/c3cc(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3CC2C(=O)[O-])CC(C(=O)O)N1
ID0002755,O=C(Cl)C=CCC(=O)C(=O)O>>Oc1cccc(Cl)c1O
ID0002756,NCCCC[N+](CCCN)(CCCN)CCCN>>NCCCCN(CCCN)CCCN
ID0002757,COc1cc2c(cc1O)-c1cc3ccc(OC)c(=O)c-3cn1CC2>>COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2
ID0002758,Nc1ccc([N+](=O)[O-])cc1C(=O)O>>O=C(O)c1cc([N+](=O)[O-])ccc1O
ID0002759,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)C4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C>>CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C
ID0002760,CC[C@H]1OC(=O)C2COC3(C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)O[C@H]2[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O>>CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O
ID0002761,NCCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O>>NCCOP(=O)(O)OCC(N)C(=O)O
ID0002762,O=S(=O)(O)C[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O>>O=S(=O)(O)C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ID0002763,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O>>*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O
ID0002764,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1>>CC1(C)C2CC[C@]3(C)C(CC=C4C5C[C@@](C)(CO)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O
ID0002765,CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O>>CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0002766,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](NC(=O)C(N)Cc2ccc(O)cc2)[C@H]1O>>CC(=O)NC(Cc1ccc(O)cc1)C(=O)N[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)O
ID0002767,Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1>>CC1=C2N=C(C=C3N=C(C(C)=C4N[C@@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]1O)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O
ID0002768,O=C(O)/C=C/C(=O)CC(=O)C(=O)O>>O=C(O)/C=C\C(=O)CC(=O)C(=O)O
ID0002769,*C(=O)CNC(C)=O>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0002770,NC(Cc1ccc(O)cc1)C(=O)O>>*C(N)C(=O)NC(*)C(=O)NC(Cc1ccc(O)cc1)C(=O)O
ID0002771,C[C@H]1[C@@H](OS(=O)(=O)O)C[C@@H]2C[C@H]([C@@H](O)c3cc(=O)[nH]c(=O)[nH]3)N=C3NC[C@H]1N32>>C[C@H]1[C@@H](OS(=O)(=O)O)C[C@@H]2C[C@H](Cc3cc(=O)[nH]c(=O)[nH]3)N=C3NC[C@H]1N32
ID0002772,O=C1C(O)C(O)C(O)C(O)C1O>>O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ID0002773,COc1cc(C=CC=O)ccc1O>>COc1cc(C=CC(=O)O)ccc1O
ID0002774,*C(=O)OCC(CO)OC(*)=O>>*C(=O)OC[C@H](CO[C@H]1O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
ID0002775,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>>CC1=C[C@@H]2CC(C)(C)CC23[C@H](C)CC[C@@H]13
ID0002776,O=C(CCCO)c1cccnc1>>O=C(O)CCC(=O)c1cccnc1
ID0002777,*OP(=O)(O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)(O)O*>>C[S@@+](CCC(N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ID0002778,O=C(O)C(=O)C=CC1C(=O)Cc2ccccc21>>Oc1ccc2c(c1O)-c1ccccc1C2
ID0002779,[C-]#[N+]C(=Cc1ccc(O)cc1)C(=O)O>>[C-]#[N+]/C(=C\C1=CC(=O)C(=O)C=C1)C(=O)O
ID0002780,CC1(C)O[C@@]23CC[C@@]4(C)C(=C2CC(=O)C1O3)CC[C@H]1Cc2c([nH]c3ccccc23)[C@@]14C>>CC(C)(O)C1O[C@H]2CC[C@@]3(C)C(=C2CC1=O)CC[C@H]1Cc2c([nH]c4ccccc24)[C@@]13C
ID0002781,O=C(C(O)C(O)CO)C(O)C(O)C(O)COP(=O)(O)O>>O=C(C(O)CO)C(O)C(O)COP(=O)(O)O
ID0002782,*[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O>>*C(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ID0002783,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@H]1O>>N[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
ID0002784,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)O1)[C@H]2C3C(=O)O>>C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12C[C@H](O)[C@H](O)[C@](C)(C(=O)O1)[C@H]2C3C(=O)O
ID0002785,CC(=O)C1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ID0002786,CC(C)=CCC/C(C)=C/CO>>CC(C)=CCC/C(C)=C/COP(=O)(O)O
ID0002787,O=c1c(O[C@@H]2O[C@H](CO)C(O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccccc2)oc2ccccc12>>O=c1c(O[C@@H]2O[C@H](CO)C(O)[C@H](O)[C@H]2O)c(-c2ccccc2)oc2ccccc12
ID0002788,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O>>OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@H]1O
ID0002789,Nc1ccc(CC(=O)C(=O)O)cc1>>N[C@H]1C=C[C@](CC(=O)C(=O)O)(C(=O)O)C=C1
ID0002790,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)O)C3=CC4=NC(=C(CCC(=O)O)[C@]4(C)CC(=O)O)C[C@]4(C)N=C(CC5=NC(=C(CC(=O)O)[C@@]5(C)CCC(=O)O)C12N3)C(CCC(=O)O)=C4CC(=O)O>>C[C@@]1(CC(=O)O)C2=CC3=N/C(=C4\N=C(CC5=N[C@@](C)(CC(=C1CCC(=O)O)N2)C(CC(=O)O)=C5CCC(=O)O)[C@](C)(CCC(=O)O)[C@H]4CC(=O)O)[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O
ID0002791,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
ID0002792,C[C@@H]1[C@H](O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)CC312>>C[C@@H]1CC[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)CC132
ID0002793,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)C1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2OC(n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
ID0002794,CC(Oc1ccc(Cl)cc1Cl)C(=O)O>>Oc1ccc(Cl)cc1Cl
ID0002795,CC1(C)C2CC[C@]3(C)C(CC=C4C5C[C@@](C)(C=O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O>>CC1(C)C2CC[C@]3(C)C(CC=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O
ID0002796,O=C(O)/C(Cl)=C(/Cl)C(=O)C(Cl)C(=O)O>>O=C(O)CC(Cl)C(=O)C(Cl)C(=O)O
ID0002797,CC12CCCC1C1CCC3CC(=O)CC(O)C3(C)C1CC2>>CC12CCCC1C1CCC3CC(=O)CC(=O)C3(C)C1CC2
ID0002798,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO>>CCCCC/C=C\C/C=C\C/C=C\C=C\[C@@H](O)CCCC(=O)O
ID0002799,*[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](*)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)[C@H]1O>>*[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](*)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)[C@H]1O
ID0002800,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O>>NC(CCSC[C@H]1OC(O)[C@H](O)[C@@H]1O)C(=O)O
ID0002801,O=C(O)CCCCO>>O=C1CCCCO1
ID0002802,[C-]#[N+][C@@H]1[C@@H]2c3c[nH]c4cccc(c34)C(C)(C)[C@H]2CC[C@@]1(C)C=C>>[C-]#[N+]/C=C\C1(C/C=C(\C)CCC=C(C)C)C=Nc2ccccc21
ID0002803,CSCCCC(=O)C(=O)O>>CSCCCC(N)C(=O)O
ID0002804,CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
ID0002805,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ID0002806,NCCCCC(N)C(=O)O>>*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](n3ccc(=N)nc3NCCCCC(N)C(=O)O)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O)[C@@H](O)[C@H]1O
ID0002807,Cc1cc(=O)oc2cc(N)ccc12>>Cc1cc(=O)oc2cc(NC(=O)C3CCCN3C(=O)CNC(=O)OCc3ccccc3)ccc12
